id,message,created_time,likes_count,comments_count,shares_count
124319427612935_4505045376206963,"🔥🔥🔥 GIVEAWAY🔥🔥🔥

Your home is about to get a summer upgrade. #giveaway

What you'll win:
A gift from @jeanpierreweillpaintings of $139 value, delivered to your home (✈️ anywhere in the world!).
Any Petite Collection, of your choosing! 🎁

How to enter:
1. Follow @jeanpierreweillpaintings
2. Like this post
3. Tag a friend (or more) in the comments.
Each tag = an extra entry.
Ends August 8, 2021. One winner will be chosen at random and contacted on 8/8/21 via Instagram Direct Message by @jeanpierreweillpaintings.

#giveawayart #goveawaycontest #transformingartintolove #finearts #lifestyle #interiordesign #culture #artist #decrotivearts #3Dart",2021-07-29T19:38:05+0000,27,33,0
124319427612935_4503706329674201,"A sneak peak of our Classique Collection! 

We just couldn't wait! 
This collection will be released in September 🙌

We don't even have the beautiful gift boxes that it will come in yet, but we just couldn't wait to share with you what is coming! 

#transformingartintolove #finearts #lifestyle #interiordesign #culture #artist #decrotivearts #3Dart #uniqueart #glass #painting #artoftheday #gift #artist #instaart #israeliart #familystudio #artlover #artistlife #createeveryday #homedecor #acrylics #specialgift #customizedgift #familyart #studio #popularculture #newproducts",2021-07-29T09:50:24+0000,22,0,1
124319427612935_4454180594626775,"Capturing the magical feeling of 3D painting on glass is tricky in a still image. This penguin is celebrating ""We did it!""
Yup, those are real shadows in the sky 😄",2021-07-12T08:21:39+0000,21,0,2
124319427612935_4404256459619189,"🌟🇺🇲🌟
H A P P Y  J U L Y 4 T H   S A L E 

25% OFF when you spend 100$!
From now until July 4th! 

Make your family time together special this year!  
❤🎁❤

 #happyjuly4th #independanceday #transformingartintolove #finearts #lifestyle #interiordesign #culture #artist #decrotivearts #3Dart #uniqueart #glass #painting #artoftheday #gift #artist #instaart #israeliart #familystudio #artlover #artistlife #createeveryday #homedecor #acrylics #specialgift #customizedgift #familyart #studio #popularculture #newproducts",2021-06-24T11:06:26+0000,17,7,1
124319427612935_4279813705396799,"🔎Another peek at our upcoming Classique Collection! In the works of development!  

Audrey Hepburn 💃😍 
Bringing her class and beauty to 3D life💫

#newpainting  #transformingartintolove #finearts #lifestyle #interiordesign #culture #artist #decrotivearts #3Dart #uniqueart #glass #painting #artoftheday #gift #artist #instaart #israeliart #familystudio #artlover #artistlife #createeveryday #homedecor #acrylics #specialgift #customizedgift #familyart #studio #popularculture #newproducts",2021-05-13T07:15:39+0000,21,7,2
124319427612935_4278330372211799,"⭐⭐ our new Petite painting! Not yet titled! (To be announced soon!)⭐⭐

❤The moments in which we let go of trying to be someone or somewhere else - those are moments if special intimacy. This painting is a reminder to create those moments!! ❤

#transformingartintolove #finearts #lifestyle #interiordesign #culture #artist #decrotivearts #3Dart #uniqueart #glass #painting #artoftheday #gift #artist #instaart #israeliart #familystudio #artlover #artistlife #createeveryday #homedecor #acrylics #specialgift #customizedgift #familyart #studio #popularculture #newproducts",2021-05-12T19:40:41+0000,11,0,0
124319427612935_4249907945054042,"🔎 Sneak peak at one of our painting from our line Classique Collection!
We are working hard on the unique designs of this new collection! 

We are so excited for this to come out! 🥳🥳🥳
It will be available sometime this summer ☀️

#newcollection #transformingartintolove #finearts #lifestyle #interiordesign #culture #artist #decrotivearts #3Dart #uniqueart #glass #painting #artoftheday #gift #artist #instaart #israeliart #familystudio #artlover #artistlife #createeveryday #homedecor #acrylics #specialgift #customizedgift #familyart #studio #popularculture #newproducts",2021-05-03T13:26:40+0000,29,7,6
124319427612935_4217781361600034,"Transforming art into love is the core of our mission, so when we hear that it touches your heart it means the world to us! 

Thank you ❤

#transformingartintolove #finearts #lifestyle #interiordesign #culture #artist #decrotivearts #3Dart #uniqueart #glass #painting #artoftheday #gift #artist #instaart #israeliart #familystudio #artlover #artistlife #createeveryday #homedecor #acrylics #specialgift #customizedgift #familyart #studio #popularculture #newproducts",2021-04-22T13:16:47+0000,10,0,0
124319427612935_4209622629082574,"In honor of mother's everywhere get 25$ off our entire Petite Collection! 😍

❤❤❤❤❤
There us nothing in life that calls for more dedication, creativity, and acceptance as much as motherhood. And like every relationship, it is a process.
❤❤❤❤❤

#mothersday #artformoms #transformingartintolove #finearts #lifestyle #interiordesign #culture #artist #decrotivearts #3Dart #uniqueart #glass #painting #artoftheday #gift #artist #instaart #israeliart #familystudio #artlover #artistlife #createeveryday #homedecor #acrylics #specialgift #customizedgift #familyart #studio #popularculture #newproducts",2021-04-19T15:35:13+0000,4,3,1
124319427612935_4197986516912852,"Movement can be so healing! Being playful with your body is such an important part of the human experience! 

So turn up the music 🎶, take off your shoes and play in new ways!  💃🕺
I promise you wont regret it 😍

#dancingart #transformingartintolove #finearts #lifestyle #interiordesign #culture #artist #decrotivearts #3Dart #uniqueart #glass #painting #artoftheday #gift #artist #instaart #israeliart #familystudio #artlover #artistlife #createeveryday #homedecor #acrylics #specialgift #customizedgift #familyart #studio #popularculture #newproducts",2021-04-15T14:38:12+0000,19,1,0
124319427612935_4188797057831798,"Enjoy exploring our Petite Collection — classic, playful, meaningful, romantic! we have something for everyone. 

🎁 free personalization, shipping and card (making it the perfect gift!) 
 
#transformingartintolove #finearts #lifestyle #interiordesign #culture #artist #decrotivearts #3Dart #uniqueart #glass #painting #artoftheday #gift #artist #instaart #israeliart #familystudio #artlover #artistlife #createeveryday #homedecor #acrylics #specialgift #customizedgift #familyart #studio #popularculture #newproducts",2021-04-12T11:00:55+0000,17,2,1
124319427612935_4185479781496859,"Happy Sunday!
Nothing like starting off the work with some classics 🕶🎶

""The Beatles"" from our Petite Collection
Discover our wide collection if 3D paintings on glass!

✈ free shipping worldwide 
The perfect 🎁 for yourself or someone else you love ❤

#transformingartintolove #finearts #lifestyle #interiordesign #culture #artist #decrotivearts #3Dart #uniqueart #glass #painting #artoftheday #gift #artist #instaart #israeliart #familystudio #artlover #artistlife #createeveryday #homedecor #acrylics #specialgift #customizedgift #familyart #studio #popularculture #newproducts",2021-04-11T06:52:16+0000,22,4,8
124319427612935_4176370182407819,"This piece from out Petite Collection is called ""Shape of Hearts"". 
Whatever game it is you play in your life, keep your heart in the center of it. ❤

🎁 free personalizations and shipping ✈

If you have questions or comments, we are always here for you 💫

#transformingartintolove #finearts #lifestyle #interiordesign #culture #artist #decrotivearts #3Dart #uniqueart #glass #painting #artoftheday #gift #artist #instaart #israeliart #familystudio #artlover #artistlife #createeveryday #homedecor #acrylics #specialgift #customizedgift #familyart #studio #popularculture #newproducts",2021-04-08T07:27:17+0000,21,3,2
124319427612935_4148394745205363,"Spring is here! 
Go outside and enjoy the fresh air, notice the changing smells and sounds outside 💫💫💫

#transformingartintolove #finearts #lifestyle #interiordesign #culture #artist #decrotivearts #3Dart #uniqueart #glass #painting #artoftheday #gift #artist #instaart #israeliart #familystudio #artlover #artistlife #createeveryday #homedecor #acrylics #specialgift #customizedgift #familyart #studio #popularculture #newproducts",2021-03-31T10:11:30+0000,31,5,3
124319427612935_4128430453868459,"Playing is an art, and an essential part of living for every human who at some point was a child. 

🎁 3D paintings on glass to remind you of what is important and beautiful in life!

🔥 free shipping world wide 

#innerchild #transformingartintolove #finearts #lifestyle #interiordesign #culture #artist #decrotivearts #3Dart #uniqueart #glass #painting #artoftheday #gift #artist #instaart #israeliart #familystudio #artlover #artistlife #createeveryday #homedecor #acrylics #specialgift #customizedgift #familyart #studio #popularculture #newproducts",2021-03-24T13:07:50+0000,47,5,2
124319427612935_4123632341014937,"A quite moment in the morning. 

#transformingartintolove #finearts #lifestyle #interiordesign #culture #artist #decrotivearts #3Dart #uniqueart #glass #painting #artoftheday #gift #artist #instaart #israeliart #familystudio #artlover #artistlife #createeveryday #homedecor #acrylics #specialgift #customizedgift #familyart #studio #popularculture #newproducts",2021-03-22T16:21:48+0000,18,2,0
124319427612935_4118827228162115,"To help you start off your week 💪.. 
Let the feeling of beauty and peace wash over you as you enter the 3D world of spring time in Venice.  

🌟 free shipping worldwide🌟
👩‍🎨 we are always here for you! 

#transformingartintolove #finearts #lifestyle #interiordesign #culture #artist #decrotivearts #3Dart #uniqueart #glass #painting #artoftheday #gift #artist #instaart #israeliart #familystudio #artlover #artistlife #createeveryday #homedecor #acrylics #specialgift #customizedgift #familyart #studio #popularculture #newproducts",2021-03-20T17:49:12+0000,60,11,8
124319427612935_4112640252114146,"Welcome to the world if 3D paintings on glass!

Free 
🌟shipping
🌟personization
🎁 and obviously the packaging is always beautiful! We put love into every detail ;)

#transformingartintolove #finearts #lifestyle #interiordesign #culture #artist #decrotivearts #3Dart #uniqueart #glass #painting #artoftheday #gift #artist #instaart #israeliart #familystudio #artlover #artistlife #createeveryday #homedecor #acrylics #specialgift #customizedgift #familyart #studio #popularculture #newproducts",2021-03-18T11:51:34+0000,48,13,11
124319427612935_4101621306549374,"What is the feeling the space you work in? 

Home or office, to work in a beautiful space increases our creativity, ability to learn and emotional wellbeing!

#decorateyouroffice #transformingartintolove #finearts #lifestyle #interiordesign #culture #artist #decrotivearts #3Dart #uniqueart #glass #painting #artoftheday #gift #artist #instaart #israeliart #familystudio #artlover #artistlife #createeveryday #homedecor #acrylics #specialgift #customizedgift #familyart #studio #popularculture #newproducts",2021-03-14T16:58:42+0000,16,5,2
124319427612935_4090518337659671,"Sometimes we can get transported to a memory, or even across the world to another city, just by looking at a beautiful painting. 

Detail from ""Cafe Des Fleurs""
25"" x 21"" x 2.5""
3 layers of glass and a lithograph. 

🌟free shipping worldwide🌟

#transformingartintolove #finearts #lifestyle #interiordesign #culture #artist #decrotivearts #3Dart #uniqueart #glass #painting #artoftheday #gift #artist #instaart #israeliart #familystudio #artlover #artistlife #createeveryday #homedecor #acrylics #specialgift #customizedgift #familyart #studio #popularculture",2021-03-10T13:17:16+0000,51,8,5
124319427612935_4087487514629420,"A thank you gift for amazing medical staff! 

💪🥼🙏

#transformingartintolove #finearts #lifestyle #interiordesign #culture #artist #decrotivearts #3Dart #uniqueart #glass #painting #artoftheday #gift #artist #instaart #israeliart #familystudio #artlover #artistlife #createeveryday #homedecor #acrylics #specialgift #customizedgift #familyart #studio",2021-03-09T09:24:09+0000,15,3,3
124319427612935_4069508229760682,"Got the 🎶 going and painting up a 10th Man from our Grand Collection this morning ☀️🖌🎨

#transformingartintolove #finearts #lifestyle #interiordesign #culture #artist #decrotivearts #3Dart #uniqueart #glass #painting #artoftheday #gift #artist #instaart #israeliart #familystudio #artlover #artistlife #createeveryday #homedecor #acrylics #specialgift #customizedgift #familyart #studio #popularculture",2021-03-02T08:43:52+0000,34,13,14
124319427612935_4043797192331786,"Another story we just recieved that touched our ❤ about friendship. 

""My friend called first thing this morning. She was almost in tears. She was so delighted with our gift. I cant thank you enough. Due to age and circumstances, she has had to give away many art treasures, but I felt this would fit in with her downsized situation.""

- K.S. (Texas) 
She gifted ""Elephant"" from our Mini Collection

#friendship #transformingartintolove #finearts #lifestyle #interiordesign #culture #artist #decrotivearts #3Dart #uniqueart #glass #painting #artoftheday #gift #artist #instaart #israeliart #familystudio #artlover #artistlife #createeveryday #homedecor #acrylics #specialgift #customizedgift #familyart #studio #popularculture",2021-02-23T11:38:59+0000,10,0,1
124319427612935_4038755582835947,"A love poem from mother to daughter ❤❤❤

All the time we get beautiful personal stories from our customers! This is a poem a mom wrote to her daughter to go with this ""air balloon"" Mini for as birthday present 🥳
It made us smile :) 

Up, Up & Away 
Today is your day
You are now sixteen 
So you are a queen 
You can have it your way 
And  just for today 
It's all about you!!
Then too..
Write up sixteen rules 
to use as tools 
For when you grow old 
You will always be bold 
Loved by all, but not told 
You cannot accomplish 
You're greatest wish 
To be you! 
Hooray! Hooray! 

#motheranddaughter #transformingartintolove #finearts #lifestyle #interiordesign #culture #artist #decrotivearts #3Dart #uniqueart #glass #painting #artoftheday #gift #artist #instaart #israeliart #familystudio #artlover #artistlife #createeveryday #homedecor #acrylics #specialgift #customizedgift #familyart #studio #popularculture #newproducts",2021-02-21T11:50:22+0000,13,0,0
124319427612935_4026691294042376,"In the studio working on a Cranes painting! 😍
Getting those black lines thin! 🎨🖌

#transformingartintolove #finearts #lifestyle #interiordesign #culture #artist #decrotivearts #3Dart #uniqueart #glass #painting #artoftheday #gift #artist #instaart #israeliart #familystudio #artlover #artistlife #createeveryday #homedecor #acrylics #specialgift #customizedgift #familyart #studio #popularculture #newproducts",2021-02-16T15:10:09+0000,10,2,1
124319427612935_4024938174217688,,2021-02-15T20:27:57+0000,0,1,0
124319427612935_4015888418455997,"W O W ! 

We love getting to see what it's like when our customers receive our paintings! 

It was his birthday present 🥳
Thank you for sending us this @mayuri444 ! This was special for us to watch 😍

💫 free shipping worldwide 
💫 free personalizations! 

#transformingartintolove #finearts #lifestyle #interiordesign #culture #artist #decrotivearts #3Dart #uniqueart #glass #painting #artoftheday #gift #artist #instaart #israeliart #familystudio #artlover #artistlife #createeveryday #homedecor #acrylics #specialgift #customizedgift #familyart #studio #popularculture #newproducts",2021-02-12T09:16:06+0000,26,8,1
124319427612935_4013692905342215,"V A L E N T I N E S  D A Y SHIPPING OUT!
❤❤❤

#transformingartintolove #finearts #lifestyle #valentinesday #interiordesign #culture #artist #decrotivearts #3Dart #uniqueart #glass #painting #artoftheday #gift #artist #instaart #israeliart #familystudio #artlover #artistlife #createeveryday #homedecor #acrylics #specialgift #customizedgift #familyart #studio #popularculture #newproducts",2021-02-11T12:20:50+0000,8,5,1
124319427612935_4003829872995185,"Our valentine's SALE is still happening! 
(But not for long) 

Buy 2, get 20% off EVERYTHING! 

🔥Free shipping worldwide🔥

#love #artgift #home #finearts #entrepreneurs #lifestyle #interiordesign #israel #culture #artist #decrotivearts #crafts #3Dart #uniqueart #glass #painting #artoftheday #gallery #art #gift #artist #contemporaryart #painting #artwork #artgallery #instaart #israeliart #familystudio #artlover #iloveart#createeveryday #homedecor",2021-02-07T14:54:32+0000,13,1,3
124319427612935_3990446647666841,"A beautiful detail from Promenade, one of our Limited Collection paintings! 
A couple dancing in a private clearing of lush forest 🌳🌳🌳 💃🕺🌳🌳🌳

Valentines day is coming! 

We have a SALE going on now so that you can buy something for yourself and someone else you ❤!

20% off everything when you buy 2 paintings! 

#dance #artsale #love #valentines #artgift #finearts #entrepreneurs #lifestyle #interiordesign #israel #culture #artist #handcrafts #decrotivearts #crafts #3Dart #uniqueart #glass #painting #artoftheday #gallery #art #gift #contemporaryart #painting #artwork #instaart #israeliart #familystudio #iloveart #homedecor",2021-02-02T12:05:04+0000,22,2,3
124319427612935_3977710755607097,"T O D A Y!  A  N E W  G I F T! 

""Wildflowers"", our newest gift collection 🎁 painting! 

A story of wild beauty and mystery. 

💫free expedited shipping worldwide!💫

#adventure #magic #explore #girl #forest #perfectgift #familystudio#3Dart #uniqueart #glass #painting #artoftheday #gallery #art #gift #artist #contemporaryart #painting #artwork #instaart #israeliart #israeligift #familystudio #artlover #artistlife #iloveart#createeveryday #homedecor #visualart #specialgift #customizedgift #familyart",2021-01-28T14:51:05+0000,17,8,1
124319427612935_3972091249502381,"💫A  N E W  G I F T💫
💫coming out this week!💫

This painting speaks of bravery and adventure and the wonderful and new things we get to encounter when we step into the unknown ❤

🔥Free shipping worldwide🔥

#artgift #home #finearts #girl #foresr #interiordesign #israel #culture #artist #decrotivearts #crafts #3Dart #uniqueart #glass #painting #artoftheday #gallery #art #gift #artist #contemporaryart #painting #artwork #artgallery #instaart #israeliart #familystudio #artlover #artistlife #iloveart#createeveryday #homedecor",2021-01-26T15:22:12+0000,20,9,4
124319427612935_3955968514447988,"V A L E N T I N E ' S   S A L E! 
❤❤❤❤

Comin in hot! 🔥🔥🔥BUY 2, GET EVERYTHING 20% OFF!

As always, 
We are happy to make your gift extra personal for FREE, just let us know whose name or what date you want written INSIDE the painting! 

Free shipping worldwide! 

Spread the love 🧚‍♀️❤💫

#artsale #love #valentines #artgift #finearts #entrepreneurs #lifestyle #interiordesign #israel #culture #artist #handcrafts #decrotivearts #crafts #3Dart #uniqueart #glass #painting #artoftheday #gallery #art #gift #artist #contemporaryart #painting #artwork #instaart #israeliart #familystudio #artistlife #iloveart #homedec",2021-01-20T18:31:41+0000,5,3,0
124319427612935_3952981098080063,"A reminder that we are always sitting at the edge of our own world, looking out.

#meaningfulart #3dart #finearts #lifestyle #interiordesign #israel #culture #artist #handcrafts #decrotivearts # #3Dart #uniqueart #glass #painting #miniart #gift #girl #mushroom",2021-01-19T15:13:10+0000,5,0,0
124319427612935_3934057329972440,"The perfect gift to inspire taking adventures together! 

❤
Every painting of ours tells a story! Our art isnt just beautiful, it's also personal and meaningful ❤

🔥Free shipping worldwide🔥

#love #artgift #home #finearts #entrepreneurs #lifestyle #interiordesign #israel #culture #artist #decrotivearts #crafts #3Dart #uniqueart #glass #painting #artoftheday #gallery #art #gift #artist #contemporaryart #painting #artwork #artgallery #instaart #israeliart #familystudio #artlover #iloveart#createeveryday #homedecor",2021-01-12T14:56:55+0000,9,0,1
124319427612935_3931278166917023,"🌟🌟🌟🌟🌟
""My sister and I got this painting as a present for our mother who always dreamed of visiting Venice...One year after my mother hung the painting on her wall, she traveled to precisely this spot in Venice. Sometimes artwork shapes reality!"" 

- Y.H. 

Thank you for the wonderful and touching review ❤

All our Gift Collection paintings are only 139$

🔥shipping is free 

#artgift #finearts #entrepreneurs #lifestyle #interiordesign #israel #culture #artist #handcrafts #decrotivearts #crafts #3Dart #uniqueart #glass #painting #artoftheday #gallery #art #gift #artist #contemporaryart #painting #artwork #artgallery #instaart #israeliart #familystudio #artlover #artistlife #iloveart#createeveryday #homedeco",2021-01-11T13:09:08+0000,20,6,0
124319427612935_3922696254441881,"Wanted to share with you the process 🙃 Working on a new Gift Collection! 
A new adventure is coming along! 

🧚‍♀️💫🌳🌳🌳💫

🔥 free shipping worldwide! 

#magicalart #finearts #lifestyle #interiordesign #israel #culture #artist #handcrafts #decrotivearts #crafts #3Dart #uniqueart #glass #painting #artoftheday #homedecor #gift #forest",2021-01-08T10:10:26+0000,18,10,3
124319427612935_3920510384660468,"A close look at our Grand Collection painting ""Ahava""! 
Love the blues and yellows in the painting! They make each other glow!

This painting is not yet up on our website, so if you are interested in purchasing PM us!

🌟 free shipping worldwide! 🌟

#finearts #lifestyle #interiordesign #israel #culture # #handcrafts #decrotivearts #crafts #3Dart #uniqueart #glass #painting #artoftheday #gallery #art #gift #artist #contemporaryart #painting #artgallery #instaart #israeliart #homedecor #jerusalem",2021-01-07T14:00:46+0000,31,14,6
124319427612935_3913101708734669,"Some of the stories in our paintings are simple but we think through every detail.  

Our mini and gift collection paintings come perfectly packaged with a personalized note. 

🔥Free shipping worldwide🔥

#artgift #home #finearts #entrepreneurs #lifestyle #interiordesign #israel #culture #artist #decrotivearts #crafts #3Dart #uniqueart #glass #painting #artoftheday #gallery #art #gift #artist #contemporaryart #painting #artwork #artgallery #instaart #israeliart #familystudio #artlover #artistlife #iloveart#createeveryday #homedecor",2021-01-04T14:35:58+0000,10,0,1
124319427612935_3891455950899245,"These Mini Collection multicolored trees are bursting with love in 3 dimensions.

They Are A Reminder to Slow Down

When we are not rushing anywhere, 
When we engage with what is right in front of us, 
we experience the world as a more loving place. 

The world opens up when we are present, in the moment. 
Colors are brighter.",2020-12-28T21:41:00+0000,11,0,0
124319427612935_3895880927123414,"A painting about love and home.

Only a few days left to our Holiday SALE! 
ends January 1, 2021!

🔥 free shipping worldwide 🔥

#artgift #finearts #entrepreneurs #lifestyle #interiordesign #israel #culture #artist #decrotivearts #crafts #3Dart #uniqueart #glass #painting #artoftheday #gallery #art #gift #artist #contemporaryart #painting #artwork #artgallery #instaart #israeliart #familystudio #artlover #artistlife #iloveart#createeveryday #homedecor #customerreview",2020-12-28T14:06:00+0000,6,0,4
124319427612935_3891452274232946,"A friendly reminder: our end-of-year sale is on until December 31st, with up to 50% off all our 3D paintings on glass. 

We are here to help. 
Write to us info@jeanpierreweill.com",2020-12-26T21:18:26+0000,2,0,0
124319427612935_3882935995084574,"Jerusalem holds so much. She is still, in so many ways, the center of the world, as depicted in Ancient Roman maps. The challenges of today brings out the humanity of those who walk her streets. Their joys, their passions, their pain.

A detail from our grand collection painting ""Milk and Honey.""

🔥 50% off, sale ending Jan 1!
🔥 free shipping worldwide! 

#finearts #lifestyle #interiordesign #israel #culture #artist #handcrafts #decrotivearts #crafts #3Dart #uniqueart #glass #painting #artoftheday #gallery #art #gift #artist #contemporaryart #painting #artwork #artgallery #instaart #israeliart #homedecor",2020-12-23T15:36:00+0000,21,1,2
124319427612935_3879812958730211,"""The gift is beautiful. I hope my grand daughter likes it as much as I do. I will write to you after and let you know how she likes it.  Again, thanks for making my order a priority. You have made my Christmas complete.""

- J. From Michigan 

Thank you for sharing with us! 

We love getting messages like this! We care about our customers on a personal level ❤ and always will. 

🔥shipping is free 
🔥dont miss our holiday sale going on now! Ending Jan 1! 

#artgift #finearts #entrepreneurs #lifestyle #interiordesign #israel #culture #artist #decrotivearts #crafts #3Dart #uniqueart #glass #painting #artoftheday #gallery #art #gift #artist #contemporaryart #painting #artwork #artgallery #instaart #israeliart #familystudio #artlover #artistlife #iloveart#createeveryday #homedecor #customerreview",2020-12-22T10:35:05+0000,18,1,0
124319427612935_3875906175787556,"🍂🍃🎶Freedom, movement and feeling at home wherever we are are some of the themes we love to express in our painting!

 This is a detail from one of our Grand Collection paintings called Nature is a Temple 💃

🌟 don't miss out on our HOLIDAY SALE ending Jan 1!
🌟 free shipping worldwide! 

#finearts #lifestyle #interiordesign #israel #culture #artist #handcrafts #decrotivearts #crafts #3Dart #uniqueart #glass #painting #artoftheday #gallery #art #gift #artist #contemporaryart #painting #artwork #artgallery #instaart #israeliart #homedecor",2020-12-20T20:11:09+0000,39,10,4
124319427612935_3867146463330194,"Elegant and magical, Moonlight Dance is one of our long time classics. 

Dont miss out on our holiday sale, ending January 1! 

🔥 free shipping worldwide 
🔥 free personalized inscriptions 

#love #romance #finearts #lifestyle #interiordesign #israel #culture #artist #handcrafts #decrotivearts #crafts #3Dart #uniqueart #glass #painting #artoftheday #gallery #art #gift #artist #contemporaryart #painting #artwork #artgallery #instaart #israeliart",2020-12-17T12:59:24+0000,11,0,1
124319427612935_3861308853913955,"Our paintings tell many stories. Often of time and love. 

Here is a detail from one of our Grand Collection paintings Cafe De Artist.

🔥 This collection is now 50% off 
🔥 free shipping worldwide 

#finearts #lifestyle #interiordesign #israel #culture #artist #handcrafts #decrotivearts #crafts #3Dart #uniqueart #glass #painting #artoftheday #gallery #art #gift #artist #contemporaryart #painting #artwork #artgallery #instaart #israeliart #homedecor",2020-12-15T07:15:32+0000,34,6,7
124319427612935_3859138927464281,"Love recognizes no boundaries.

🎁 free shipping worldwide 
🎁 holiday sale happening now!

#miniart #romance #love #finearts #entrepreneurs #lifestyle #interiordesign #israel #handcrafts #decrotivearts #3Dart #uniqueart #glass #painting #artoftheday #art #gift #artist #painting #artwork #instaart #israeliart #familystudio #artlover #iloveart#createeveryday #homedecor #visualart #specialgift #customizedgift",2020-12-14T11:03:19+0000,9,0,0
124319427612935_3856907831020724,"""I received the painting of the ballerinas today and I am just thrilled with how gorgeous it is! How secure the packaging is and how fast the shipping was. I will be purchasing more in the future. I kind of just love this!""

- K from California 

Thank you 😻! 

🔥shipping is free 
🔥dont miss our holiday sale going on now! 

#artgift #finearts #entrepreneurs #lifestyle #interiordesign #israel #culture #artist #handcrafts #decrotivearts #crafts #3Dart #uniqueart #glass #painting #artoftheday #gallery #art #gift #artist #contemporaryart #painting #artwork #artgallery #instaart #israeliart #familystudio #artlover #artistlife #iloveart#createeveryday #homedecor",2020-12-13T13:25:23+0000,14,0,1
124319427612935_3843750212336486,"The Penguin mini comes out of her box to show off! 

Just in time for the holidays! 
HOLIDAY SALE HAPPENING NOW! 

Check out our mini and gift collections 🎁

💫free expedited shipping worldwide!💫

#perfectgift #familystudio#3Dart #uniqueart #glass #painting #artoftheday #holiday #art #gift #artist #contemporaryart #painting #artwork #artgallery #instaart #israeliart #israeligift #familystudio #artlover #artistlife #iloveart#createeveryday #homedecor #visualart #acrylics #specialgift #customizedgift #familyart #studio #uniquegift",2020-12-08T10:32:25+0000,10,2,0
124319427612935_3841193359258838,,2020-12-07T10:59:25+0000,0,0,0
124319427612935_3838383642873143,"We have a gift for everyone. 
From elegant 💃 to playful 🙃

🎁 free expedited shipping 
🎁 dont miss our BIG holiday sale now! 

#nude #finearts #lifestyle #interiordesign #artist #handcrafts #decrotivearts #3Dart #uniqueart #glass #painting #art #gift #artist #contemporaryart #painting #artwork #instaart #israeliart #familystudio #artlover #iloveart#createeveryday #homedecor #visualart #acrylics #specialgift #customizedgift #familyart #uniquegift #familyandparenting #popularculture",2020-12-06T09:15:59+0000,7,0,0
124319427612935_3534708513240659,"We are honored to get your comments and private messages about how much you love our work! 

We finally have a place to post reviews on our website and we need your help! It will only take 1 minute of your time, and you will be rewarded :) 

Send a screenshot of your review to my email (davida@jeanpierreweill.com) and I'll send you a discount for your next purchase! PM us for more info. 

Thanks for all your wonderful feedback and comments!",2020-12-03T01:17:13+0000,12,0,1
124319427612935_3829176970460477,"We have 3D paintings on glass of all different kinds! This Einstein portrait is one of my favorites! 

🎁 NOW the entire collection is 45% OFF, just for the holidays! 

❤ free shipping worldwide

#holidays #holidaysale #finearts #lifestyle #interiordesign #handcrafts #decrotivearts #crafts #3Dart #uniqueart #glass #painting #artoftheday #gift #artist #contemporaryart #painting #artwork #artgallery #instaart #israeliart #familystudio #artlover #artistlife #iloveart#createeveryday #homedecor #acrylics #specialgift #customizedgift #familyart",2020-12-02T23:10:27+0000,13,1,0
124319427612935_3820660411312133,"Every day our table is packed with paintings about to be shipped out for the holidays! 

🎁🎁🎁

#feelingblessed #holidays #blackfriday #finearts #lifestyle #interiordesign #handcrafts #decrotivearts #3Dart #uniqueart #glass #painting #artoftheday #gift #artist  #painting #artwork #artgallery #instaart #israeliart #familystudio #artlover #artistlife #iloveart #homedecor #acrylics #specialgift #customizedgift #familyart #uniquegift",2020-11-29T19:53:22+0000,12,2,1
124319427612935_3819909984720509,"🌟The gifts want to come out of their boxes!!! 

🌟Dont miss out on picking the perfect gift thos holiday season! 

🎁 black Friday sale happening now!
🎁 free shipping worldwide! 

#holidays #blackfriday #finearts #lifestyle #interiordesign #3Dart #uniqueart #glass #painting #artoftheday #gift #artist #contemporaryart #painting #artwork #artgallery #instaart #israeliart #familystudio #artlover #artistlife #iloveart#createeveryday #homedecor #acrylics #specialgift #customizedgift #familyart #stopmotion",2020-11-29T14:12:00+0000,15,0,1
124319427612935_3817751788269662,Holidays are here and so are the sales 🌟,2020-11-28T18:54:54+0000,1,0,0
124319427612935_3766499096728265,"So many sweet designs to choose from! Each tells a different story. 

What vibe do you choose for your home? 
Adventures from the wide world?
An invitation to coziness?
A space where strangers feel welcome?

Tell us in the comments below. Maybe you'll inspire our next design 😊

Until November 30th all 3D paintings on glass on our site of ON SALE. Everything is 10%-50% off
Don't miss out!",2020-11-27T00:13:00+0000,3,0,0
124319427612935_3808283065883201,"A sweet reminder of the mystery.

🎁 free shipping worldwide 
🎁 personal inscriptions for free 

#holidays #blackfriday #finearts #lifestyle #interiordesign #decrotivearts #crafts #3Dart #uniqueart #glass #painting #artoftheday #gift #artist #contemporaryart #painting #artwork #artgallery #instaart #israeliart #familystudio #artlover #iloveart #homedecor #acrylics #customizedgift #familyart #uniquegift #popularculture",2020-11-25T09:58:26+0000,7,0,0
124319427612935_3803024746409033,"❤ Our mini collection is crowding to get in front of the camera! 

The perfect present for the ones you love! 

🎁 free shipping!
🎁 free customizations to make it extra personal!

#gift #3dart #stopmotion #giftideas #holidaygift #familystudio",2020-11-23T11:27:33+0000,4,0,0
